Common Name,Systematic Name
YMR099C,YMR099C
YMR1,YJR110W
YMR102C,YMR102C
YMR103C,YMR103C
YMR105W-A,YMR105W-A
YMR111C,YMR111C
YMR114C,YMR114C
YMR119W-A,YMR119W-A
YMR122C,YMR122C
YMR122W-A,YMR122W-A
YMR124W,YMR124W
YMR130W,YMR130W
YMR134W,YMR134W
YMR135W-A,YMR135W-A
YMR141C,YMR141C
YMR141W-A,YMR141W-A
YMR144W,YMR144W
YMR147W,YMR147W
YMR153C-A,YMR153C-A
YMR155W,YMR155W
YMR158C-A,YMR158C-A
YMR158W-B,YMR158W-B
YMR160W,YMR160W
YMR166C,YMR166C
YMR172C-A,YMR172C-A
YMR173W-A,YMR173W-A
YMR175W-A,YMR175W-A
YMR178W,YMR178W
YMR181C,YMR181C
YMR182W-A,YMR182W-A
YMR187C,YMR187C
YMR193C-A,YMR193C-A
YMR194C-A,YMR194C-A
YMR196W,YMR196W
YMR206W,YMR206W
YMR209C,YMR209C
YMR210W,YMR210W
YMR226C,YMR226C
YMR230W-A,YMR230W-A
YMR242W-A,YMR242W-A
YMR244W,YMR244W
YMR245W,YMR245W
YMR247W-A,YMR247W-A
YMR252C,YMR252C
YMR253C,YMR253C
YMR254C,YMR254C
YMR262W,YMR262W
YMR265C,YMR265C
YMR272W-A,YMR272W-A
YMR272W-B,YMR272W-B
YMR279C,YMR279C
YMR290W-A,YMR290W-A
YMR294W-A,YMR294W-A
YMR295C,YMR295C
YMR304C-A,YMR304C-A
YMR306C-A,YMR306C-A
YMR307C-A,YMR307C-A
YMR31,YFR049W
YMR310C,YMR310C
YMR315W,YMR315W
YMR315W-A,YMR315W-A
YMR316C-A,YMR316C-A
YMR316C-B,YMR316C-B
YMR317W,YMR317W
YMR320W,YMR320W
YMR321C,YMR321C
YMR324C,YMR324C
YMR326C,YMR326C
YND1,YER005W
YNG1,YOR064C
YNG2,YHR090C
YNK1,YKL067W
YNL010W,YNL010W
YNL011C,YNL011C
YNL013C,YNL013C
YNL017C,YNL017C
YNL018C,YNL018C
YNL019C,YNL019C
YNL022C,YNL022C
YNL024C,YNL024C
YNL028W,YNL028W
YNL033W,YNL033W
YNL034W,YNL034W
YNL035C,YNL035C
YNL040W,YNL040W
YNL042W-B,YNL042W-B
YNL043C,YNL043C
YNL046W,YNL046W
YNL050C,YNL050C
YNL054W-A,YNL054W-A
YNL054W-B,YNL054W-B
YNL057W,YNL057W
YNL058C,YNL058C
YNL067W-A,YNL067W-A
YNL067W-B,YNL067W-B
YNL089C,YNL089C
YNL092W,YNL092W
YNL095C,YNL095C
YNL097C-B,YNL097C-B
YNL097W-A,YNL097W-A
YNL103W-A,YNL103W-A
YNL105W,YNL105W
YNL108C,YNL108C
YNL109W,YNL109W
YNL114C,YNL114C
YNL115C,YNL115C
YNL120C,YNL120C
YNL122C,YNL122C
YNL134C,YNL134C
YNL140C,YNL140C
YNL143C,YNL143C
YNL144C,YNL144C
YNL144W-A,YNL144W-A
YNL146C-A,YNL146C-A
YNL146W,YNL146W
YNL150W,YNL150W
YNL155W,YNL155W
YNL162W-A,YNL162W-A
YNL165W,YNL165W
YNL170W,YNL170W
YNL171C,YNL171C
YNL174W,YNL174W
YNL179C,YNL179C
YNL181W,YNL181W
YNL184C,YNL184C
YNL190W,YNL190W
YNL193W,YNL193W
YNL194C,YNL194C
YNL195C,YNL195C
YNL198C,YNL198C
YNL200C,YNL200C
YNL203C,YNL203C
YNL205C,YNL205C
YNL208W,YNL208W
YNL211C,YNL211C
YNL217W,YNL217W
YNL226W,YNL226W
YNL228W,YNL228W
YNL234W,YNL234W
YNL235C,YNL235C
YNL247W,YNL247W
YNL266W,YNL266W
YNL276C,YNL276C
YNL277W-A,YNL277W-A
YNL284C-A,YNL284C-A
YNL284C-B,YNL284C-B
YNL285W,YNL285W
YNL295W,YNL295W
YNL296W,YNL296W
YNL303W,YNL303W
YNL319W,YNL319W
YNL320W,YNL320W
YNL324W,YNL324W
YNL337W,YNL337W
YNL338W,YNL338W
YNL339W-A,YNL339W-A
YNL339W-B,YNL339W-B
YNR001W-A,YNR001W-A
YNR003W-A,YNR003W-A
YNR005C,YNR005C
YNR014W,YNR014W
YNR021W,YNR021W
YNR025C,YNR025C
YNR029C,YNR029C
YNR034W-A,YNR034W-A
YNR040W,YNR040W
YNR042W,YNR042W
YNR048W,YNR048W
YNR061C,YNR061C
YNR062C,YNR062C
YNR063W,YNR063W
YNR064C,YNR064C
YNR066C,YNR066C
YNR068C,YNR068C
YNR071C,YNR071C
YNR073C,YNR073C
YNR075C-A,YNR075C-A
YNR077C,YNR077C
YOL013W-A,YOL013W-A
YOL013W-B,YOL013W-B
YOL014W,YOL014W
YOL019W,YOL019W
YOL019W-A,YOL019W-A
YOL024W,YOL024W
YOL029C,YOL029C
YOL035C,YOL035C
YOL036W,YOL036W
YOL037C,YOL037C
YOL038C-A,YOL038C-A
YOL046C,YOL046C
YOL047C,YOL047C
YOL050C,YOL050C
YOL057W,YOL057W
YOL073C,YOL073C
YOL075C,YOL075C
YOL079W,YOL079W
YOL083C-A,YOL083C-A
YOL085C,YOL085C
YOL085W-A,YOL085W-A
YOL097W-A,YOL097W-A
YOL098C,YOL098C
YOL099C,YOL099C
YOL103W-A,YOL103W-A
YOL103W-B,YOL103W-B
YOL106W,YOL106W
YOL107W,YOL107W
YOL114C,YOL114C
YOL118C,YOL118C
YOL131W,YOL131W
YOL134C,YOL134C
YOL150C,YOL150C
YOL155W-A,YOL155W-A
YOL159C,YOL159C
YOL159C-A,YOL159C-A
YOL160W,YOL160W
YOL162W,YOL162W
YOL163W,YOL163W
YOL164W-A,YOL164W-A
YOL166C,YOL166C
YOL166W-A,YOL166W-A
YOP1,YPR028W
YOR008C-A,YOR008C-A
YOR008W-B,YOR008W-B
YOR011W-A,YOR011W-A
YOR012W,YOR012W
YOR013W,YOR013W
YOR015W,YOR015W
YOR019W,YOR019W
YOR020W-A,YOR020W-A
YOR022C,YOR022C
YOR024W,YOR024W
YOR029W,YOR029W
YOR032W-A,YOR032W-A
YOR034C-A,YOR034C-A
YOR041C,YOR041C
YOR050C,YOR050C
YOR052C,YOR052C
YOR053W,YOR053W
YOR055W,YOR055W
YOR059C,YOR059C
YOR062C,YOR062C
YOR072W,YOR072W
YOR072W-A,YOR072W-A
YOR072W-B,YOR072W-B
YOR073W-A,YOR073W-A
YOR082C,YOR082C
YOR093C,YOR093C
YOR097C,YOR097C
YOR1,YGR281W
YOR102W,YOR102W
YOR105W,YOR105W
YOR108C-A,YOR108C-A
YOR111W,YOR111W
YOR114W,YOR114W
YOR121C,YOR121C
YOR131C,YOR131C
YOR135C,YOR135C
YOR139C,YOR139C
YOR142W-A,YOR142W-A
YOR142W-B,YOR142W-B
YOR146W,YOR146W
YOR152C,YOR152C
YOR161C-C,YOR161C-C
YOR161W-A,YOR161W-A
YOR161W-B,YOR161W-B
YOR169C,YOR169C
YOR170W,YOR170W
YOR186C-A,YOR186C-A
YOR186W,YOR186W
YOR192C-A,YOR192C-A
YOR192C-B,YOR192C-B
YOR192C-C,YOR192C-C
YOR199W,YOR199W
YOR200W,YOR200W
YOR203W,YOR203W
YOR214C,YOR214C
YOR218C,YOR218C
YOR223W,YOR223W
YOR225W,YOR225W
YOR228C,YOR228C
YOR231C-A,YOR231C-A
YOR235W,YOR235W
YOR238W,YOR238W
YOR248W,YOR248W
YOR263C,YOR263C
YOR268C,YOR268C
YOR277C,YOR277C
YOR282W,YOR282W
YOR283W,YOR283W
YOR289W,YOR289W
YOR292C,YOR292C
YOR293C-A,YOR293C-A
YOR296W,YOR296W
YOR300W,YOR300W
YOR302W,YOR302W
YOR304C-A,YOR304C-A
YOR309C,YOR309C
YOR314W,YOR314W
YOR314W-A,YOR314W-A
YOR316C-A,YOR316C-A
YOR318C,YOR318C
YOR325W,YOR325W
YOR329W-A,YOR329W-A
YOR331C,YOR331C
YOR333C,YOR333C
YOR335W-A,YOR335W-A
YOR338W,YOR338W
YOR342C,YOR342C
YOR343C,YOR343C
YOR343W-A,YOR343W-A
YOR343W-B,YOR343W-B
YOR345C,YOR345C
YOR364W,YOR364W
YOR365C,YOR365C
YOR366W,YOR366W
YOR376W,YOR376W
YOR376W-A,YOR376W-A
YOR378W,YOR378W
YOR379C,YOR379C
YOR381W-A,YOR381W-A
YOR385W,YOR385W
YOR387C,YOR387C
YOR389W,YOR389W
YOR390W,YOR390W
YOR392W,YOR392W
YOR394C-A,YOR394C-A
YOR396C-A,YOR396C-A
YOS1,YER074W-A
YOS9,YDR057W
YOX1,YML027W
YPC1,YBR183W
YPD1,YDL235C
YPI1,YFR003C
YPK1,YKL126W
YPK2,YMR104C
YPK3,YBR028C
YPK9,YOR291W
YPL014W,YPL014W
YPL025C,YPL025C
YPL034W,YPL034W
YPL035C,YPL035C
YPL038W-A,YPL038W-A
YPL039W,YPL039W
YPL041C,YPL041C
YPL044C,YPL044C
YPL060C-A,YPL060C-A
YPL062W,YPL062W
YPL067C,YPL067C
YPL068C,YPL068C
YPL071C,YPL071C
YPL073C,YPL073C
YPL077C,YPL077C
YPL080C,YPL080C
YPL088W,YPL088W
YPL102C,YPL102C
YPL107W,YPL107W
YPL108W,YPL108W
YPL109C,YPL109C
YPL113C,YPL113C
YPL114W,YPL114W
YPL119C-A,YPL119C-A
YPL135C-A,YPL135C-A
YPL136W,YPL136W
YPL142C,YPL142C
YPL150W,YPL150W
YPL152W-A,YPL152W-A
YPL162C,YPL162C
YPL168W,YPL168W
YPL182C,YPL182C
YPL185W,YPL185W
YPL191C,YPL191C
YPL197C,YPL197C
YPL199C,YPL199C
YPL205C,YPL205C
YPL216W,YPL216W
YPL222C-A,YPL222C-A
YPL225W,YPL225W
YPL229W,YPL229W
YPL238C,YPL238C
YPL245W,YPL245W
YPL247C,YPL247C
YPL250W-A,YPL250W-A
YPL251W,YPL251W
YPL257W,YPL257W
YPL257W-A,YPL257W-A
YPL257W-B,YPL257W-B
YPL260W,YPL260W
YPL261C,YPL261C
YPL264C,YPL264C
YPL272C,YPL272C
YPL276W,YPL276W
YPL277C,YPL277C
YPL278C,YPL278C
YPL279C,YPL279C
YPL283W-A,YPL283W-A
YPL283W-B,YPL283W-B
YPP1,YGR198W
YPQ1,YOL092W
YPQ2,YDR352W
YPR002C-A,YPR002C-A
YPR003C,YPR003C
YPR010C-A,YPR010C-A
YPR011C,YPR011C
YPR012W,YPR012W
YPR014C,YPR014C
YPR015C,YPR015C
YPR016W-A,YPR016W-A
YPR022C,YPR022C
YPR027C,YPR027C
YPR036W-A,YPR036W-A
YPR038W,YPR038W
YPR039W,YPR039W
YPR044C,YPR044C
YPR050C,YPR050C
YPR053C,YPR053C
YPR059C,YPR059C
YPR063C,YPR063C
YPR064W,YPR064W
YPR071W,YPR071W
YPR074W-A,YPR074W-A
YPR076W,YPR076W
YPR077C,YPR077C
YPR078C,YPR078C
YPR084W,YPR084W
YPR089W,YPR089W
YPR092W,YPR092W
YPR096C,YPR096C
YPR097W,YPR097W
YPR098C,YPR098C
YPR099C,YPR099C
YPR1,YDR368W
YPR108W-A,YPR108W-A
YPR109W,YPR109W
YPR114W,YPR114W
YPR117W,YPR117W
YPR123C,YPR123C
YPR126C,YPR126C
YPR127W,YPR127W
YPR130C,YPR130C
YPR136C,YPR136C
YPR137C-A,YPR137C-A
YPR137C-B,YPR137C-B
YPR142C,YPR142C
YPR145C-A,YPR145C-A
YPR146C,YPR146C
YPR147C,YPR147C
YPR148C,YPR148C
YPR150W,YPR150W
YPR153W,YPR153W
YPR158C-C,YPR158C-C
YPR158C-D,YPR158C-D
YPR158W-A,YPR158W-A
YPR158W-B,YPR158W-B
YPR159C-A,YPR159C-A
YPR160C-A,YPR160C-A
YPR160W-A,YPR160W-A
YPR169W-A,YPR169W-A
YPR170C,YPR170C
YPR170W-A,YPR170W-A
YPR170W-B,YPR170W-B
YPR172W,YPR172W
YPR174C,YPR174C
YPR177C,YPR177C
YPR195C,YPR195C
YPR196W,YPR196W
YPR197C,YPR197C
YPR202W,YPR202W
YPR203W,YPR203W
YPR204C-A,YPR204C-A
YPR204W,YPR204W
YPS1,YLR120C
YPS3,YLR121C
YPS5,YGL259W
YPS6,YIR039C
YPS7,YDR349C
YPT1,YFL038C
YPT10,YBR264C
YPT11,YNL304W
YPT31,YER031C
YPT32,YGL210W
YPT35,YHR105W
YPT52,YKR014C
YPT53,YNL093W
YPT6,YLR262C
YPT7,YML001W
YRA1,YDR381W
YRA2,YKL214C
YRB1,YDR002W
YRB2,YIL063C
YRB30,YGL164C
YRF1-1,YDR545W
YRF1-2,YER190W
YRF1-3,YGR296W
YRF1-4,YLR466W
YRF1-5,YLR467W
YRF1-6,YNL339C
YRF1-7,YPL283C
YRF1-8,YOR396W
YRM1,YOR172W
YRO2,YBR054W
YRR1,YOR162C
YSA1,YBR111C
YSC83,YHR017W
YSC84,YHR016C
YSF3,YNL138W-A
YSH1,YLR277C
YSN1,YNR065C
YSP1,YHR155W
YSP2,YDR326C
YSP3,YOR003W
YSR3,YKR053C
YSW1,YBR148W
YSY6,YBR162W-A
YTA12,YMR089C
YTA6,YPL074W
YTA7,YGR270W
YTH1,YPR107C
YTM1,YOR272W
YTP1,YNL237W
YUH1,YJR099W
YUR1,YJL139C
YVC1,YOR087W
YVH1,YIR026C
ZAP1,YJL056C
ZDS1,YMR273C
ZDS2,YML109W
ZEO1,YOL109W
ZIM17,YNL310C
ZIP1,YDR285W
ZIP2,YGL249W
ZOD1,ZOD1
ZPR1,YGR211W
ZPS1,YOL154W
ZRC1,YMR243C
ZRG17,YNR039C
ZRG8,YER033C
ZRT1,YGL255W
ZRT2,YLR130C
ZRT3,YKL175W
ZSP1,YBR287W
ZTA1,YBR046C
ZUO1,YGR285C
ZWF1,YNL241C
AOR1,YBR231C
IWS1,YPR133C
RLR1,YNL139C
RXT1,YPL181W
SWC1,YAL011W
TBP,YER148W
ZMS1,YJR127C
RPS26B,YER131W
PEX9,YMR018W
MPC3,YGR243W
COM2,YER130C
SPO24,YPR036W
SND1,YDR186C
SDH7,YDR511W
RPS7A,YOR096W
RPS4A,YJR145C
RPS30B,YOR182C
RPS29A,YLR388W
RPS21A,YKR057W
RPS17A,YML024W
RPS14B,YJL191W
RPS14A,YCR031C
RPL7B,YPL198W
RPL43B,YJR094W-A
RPL14B,YHL001W
ROF1,YHR177W
RCF3,YBR255C-A
PXP2,YJR111C
NVJ3,YDR179W-A
NCW2,YLR194C
MIN9,YKL023C-A
MIN8,YPR010C-A
MIN7,YBR201C-A
MIC60,YKR016W
MCP1,YOR228C
MCO32,YGR053C
IRC13,YOR235W
HTC1,YPL067C
GPP1,YIL053W
DPI8,YJL133C-A
DPI34,YOR114W
DPC29,YGR021W
COX5A,YNL052W
COI1,YDR381C-A
ATG41,YPL250C
RSO55,YLR281C
AHK1,YDL073W
ANY1,YMR010W
AQY3,YFL054C
ATG39,YLR312C
ATG40,YOR152C
ATG42,YBR139W
BOL2,YGL220W
CHM7,YJL049W
CIP1,YPL014W
CIS1,YLR346C
COQ21,YBR230W-A
CUZ1,YNL155W
DPC25,YPL107W
EAT1,YGR015C
EGH1,YIR007W
EGO4,YNR034W-A
ELO2,YCR034W
ERG29,YMR134W
EXP1,YDL121C
GPC1,YGR149W
GPP2,YER062C
HO,YDL227C
ILT1,YDR090C
INA22,YIR024C
LAM4,YHR080C
LDO16,YMR148W
LOG1,YJL055W
LSO2,YGR169C-A
LUG1,YLR352W
MAY24,YPR153W
MCO10,YOR020W-A
MCO76,YPL109C
MCP2,YLR253W
MEO1,YBR126W-A
MGL2,YMR210W
MIC10,YCL057C-A
MIX17,YMR002W
MMO1,YKL044W
MNC1,YBR056W-A
MRX12,YJR003C
MRX14,YDR115W
MRX5,YJL147C
MRX9,YDL027C
NCW1,YMR122W-A
NEL1,YHR035W
NHP6B,YBR089C-A
NNR2,YKL151C
PBI1,YPL272C
PLN1,YKR046C
PPN2,YNL217W
PTH4,YOL114C
RBH1,YJL181W
RIE1,YGR250C
RPL11A,YPR102C
RPL12A,YEL054C
RPL12B,YDR418W
RPL13A,YDL082W
RPL13B,YMR142C
RPL15A,YLR029C
RPL15B,YMR121C
RPL16A,YIL133C
RPL16B,YNL069C
RPL17B,YJL177W
RPL18B,YNL301C
RPL19B,YBL027W
RPL20A,YMR242C
RPL20B,YOR312C
RPL21A,YBR191W
RPL22A,YLR061W
RPL23B,YER117W
RPL24B,YGR148C
RPL26A,YLR344W
RPL27A,YHR010W
RPL2A,YFR031C-A
RPL2B,YIL018W
RPL31A,YDL075W
RPL31B,YLR406C
RPL33B,YOR234C
RPL34B,YIL052C
RPL35B,YDL136W
RPL36B,YPL249C-A
RPL37A,YLR185W
RPL40A,YIL148W
RPL42A,YNL162W
RPL6B,YLR448W
RPL8B,YLL045C
RPL9A,YGL147C
RPP1B,YDL130W
RPP2A,YOL039W
RPP2B,YDR382W
RPS0A,YGR214W
RPS0B,YLR048W
RPS10A,YOR293W
RPS11A,YDR025W
RPS16A,YMR143W
RPS16B,YDL083C
RPS18A,YDR450W
RPS18B,YML026C
RPS19A,YOL121C
RPS19B,YNL302C
RPS1A,YLR441C
RPS21B,YJL136C
RPS22A,YJL190C
RPS24A,YER074W
RPS25A,YGR027C
RPS25B,YLR333C
RPS26A,YGL189C
RPS27B,YHR021C
RPS4B,YHR203C
RPS6A,YPL090C
RPS6B,YBR181C
RPS7B,YNL096C
RPS8A,YBL072C
RPS8B,YER102W
RPS9A,YPL081W
RQC2,YPL009C
SDD1,YEL057C
SDH6,YDR379C-A
SND3,YBR106W
SOA1,YIL166C
TMH18,YPR098C
UCC1,YLR224W
ZNF1,YFL052W
TMC1,YOR052C
RPS24B,YIL069C
RPS23B,YPR132W
RPL33A,YPL143W
RPL22B,YFL034C-A
MIL1,YFL034W
MCO6,YJL127C-B
YBR287W,YBR287W
SDD2,YMR074C
RPS11B,YBR048W
RPL40B,YKR094C
RPL26B,YGR034W
RPL19A,YBR084C-A
RPL17A,YKL180W
MRX11,YPL041C
VLD1,YIR014W
RPS23A,YGR118W
YGK1,YGL101W
RPL23A,YBL087C
MIC27,YNL100W
CSS3,YOL159C
DPC13,YGL041W-A
RPS1B,YML063W
MRX3,YBL095W
VTC5,YDR089W
RPL8A,YHL033C
RPL1A,YPL220W
RCH1,YMR034C
PFF1,YBR074W
MBB1,YJL199C
ELO3,YLR372W
COX5B,YIL111W
COQ11,YLR290C
CMI8,YDR461C-A
ATG38,YLR211C
RPL6A,YML073C
MIC19,YFR011C
PEX35,YGR168C
INA1,YLR413W
DPC7,YKL065W-A
RPL7A,YGL076C
MLO1,YMR252C
RPL21B,YPL079W
